14c9d8ed5dfd6802638842326401edd0081454e2fa09532b4cc49a9580607465,0
5c23810c89c38db69438604310b359c2bea61818f06f110063b7a4090013e96e,1
8d9a65407b7a38bbc1216e371f6bb599d28c3930068169ec7e42a49dd2aad1c4,0
0346b4d1e9fa344a01d324a67a174808ea045143500b974864f31aade0b59383,1
97bfffc9c262a265b3eb80018d76cb62e69b5cfc9814ac4df5b0d81660df6664,1
56a99838ae42a67258edfb5e77fcb85ac18fc764f3adf6692e2d3ba897a84425,0
47fe6fdc2429081660f9ccee0b2d5c915db61cfd7598aa413029ed9c63c5760b,1
7087c5465fea83d4d6189752a93eab0bef2c7cbf3270096d95a3e3e610bbca3f,1
63f078dc3dcfafbf1d80c5027b0b974f72987ff4cc12df12b3356e2f935dddb8,1
3d301fa26207f67329c1473432659ff824d4342b0daf6b83a98255194e39d1b9,0
9c6e68ffcaee52f4eeeb1994e03fa916b9acbed60cb85a7a8b35c5868fdd6cfa,0
9ad3a34b0858c971a44045a47e8f3ddadc185617d8cd97f2fae22909bde61652,0
0004be2eb579590d43d91d1fdfdc7d261fcfb3e0f623ed91263d470a0b78b778,0
35bcd76b8d11c15796b574b7f0734d2203ba35571af5d7c8e467fe1e2720501a,0
7fe9a5c1562883a0032ca2a756400b7a90aeec8224dcbb0082457901a7e4dbf5,0
081a6ad01fae95441c62caf4971de5cb43e2db3b341a73da7859e13c4bad56f8,1
1cb4a878ededcd6d1ef56d6180ec37aa8da62d9c4c6fff2209862bb960d82f59,0
7d97ac4b208542697284c94e87bfe637daa05a386ad580ea8584a28a857903d4,0
76ba5f0783de82872a7bb43a7f5c4b1581354c89f431c46c28ed153f474f7f84,1
53ea2e78e30ae2c157747c966db81198e344c1ef35db8461ef310415305f56f4,0
7430cd893178f7492c5bfb7e33040159be596ada124df89440ebea55da71c693,1
972941b75db1ace74b97a0d7e00b330820bf0a4620ebf257bd69b7d19c94f588,1
0f478cd383aa1ce5be2c9e90816ebe915bfe976752ef8ae974a01fab94d255e2,1
5f418acad0a8ec17dce149dbc488293ad022214e6e1618ac6480bc1ecaffcfea,1
38d82d773841120a04dd7bbe0571970874779ab4eb0f0ea35aedc985deef4b23,0
49b5b411c6415bd81ee1007145eeb4c70ada2e7165a1775169377ee805a95965,1
6c3c40003b14dd7af1d44c69331a21ffb47371a7b3b248fa8a7d8870da74324d,0
4f92cd474be4a70e7e605042c5331b20917d34445ee2f58dd1ac6cc411a3fbf9,0
08fa1eb6d48aa44dc032bf28fe25ddf3605e219d9be5eea813e3ed1e48cb0250,0
8ddc2a85fe9578437e2512911e097b877644a72d33c57369b2358149626f7dd1,0
6eefcfa9ed23c411ae5fe73217e6b254db16af4f1532dcd51f51ed0001d4b3de,0
58e9743596ef336e10f89075aba97a769e22219690f42d06b1933ce32bc224e7,0
2b57cf328645fd833cdcdb56fbd2f802bc7d0bd46c2dbb5f4b182dfd45037052,0
77ca5857d09f1636f53a6374217c7c615df5444f7ce82daa895aa80c688340e4,0
63a372cea7ca334f56938fb2f841849e7f2b9827086bad11d01610bd8dcf3866,0
9d37e7399de75d2db5e8b387d7d4e94b5232d1763d4f6e7dc8b3bba3e1528fd5,0
8b1f3ba7174a740eef5c062de851613b09d64ca23b029deee9dca13be8661307,0
93a5ee5af9744e60736439cc9dac74d86d7ad0ce2731f4e83b324eecd1a15695,0
2faa0222964606e529a15a227cdfdbec208d04ec9eb4cc96ba3cc447b14c6365,1
1e92c517eec82c38db7b839e9a3c9dc16bdd1b58f9dba17a0a68a6b4f3c5de9a,1
81e7df697eccd83c347622e3328823ffed97c88d12c0939dc3bb4788cae76016,0
